SN,Region,Site ID,Site Class,Snag Category,Sub Category,Snag Severity,Visit Date,Closing Date,Status,SnagFlag,Open Month,Closed Month
39182,AUH,AUG4338,CLASS C,MDB,MDB - OTHERS,MINOR,2025-07-07,2025-07-07,CLOSED,CLOSED_UNIQUE,July-25,July-25
39183,AUH,AUG4338,CLASS C,AIR CONDITIONING,CONTROL PANEL FAULTY,MAJOR,2025-07-07,2025-12-18,CLOSED,CLOSED_UNIQUE,July-25,December-25
39184,AUH,AUG4338,CLASS C,AIR CONDITIONING,AC CONTACTOR FAULTY,MINOR,2025-07-07,2025-07-07,CLOSED,CLOSED_UNIQUE,July-25,July-25
39186,AUH,AUG4443,CLASS C,CIVIL,SHELTER ROOF REPAIR,MINOR,2025-07-07,2025-12-18,CLOSED,CLOSED_UNIQUE,July-25,December-25
39187,AUH,AUG4443,CLASS C,CIVIL,BOUNDARY WALL DAMAGED,MINOR,2025-07-07,2025-12-18,CLOSED,CLOSED_UNIQUE,July-25,December-25
39188,AUH,AUG4443,CLASS C,SHELTER,EXTERNAL LIGHTING BULB FAULTY,MINOR,2025-07-07,2025-07-10,CLOSED,CLOSED_UNIQUE,July-25,July-25
39193,AUH,AUG4443,CLASS C,MDB,MDB - OTHERS,MINOR,2025-07-07,2025-07-07,CLOSED,CLOSED_UNIQUE,July-25,July-25
39200,AUH,AUH2202,CLASS A,BATTERY,LOW CAPACITY,MAJOR,2025-07-07,,OPEN,KEEP_OPEN,July-25,
39201,AUH,AUH2202,CLASS A,AIR CONDITIONING,AC RELAY FAULTY,MAJOR,2025-07-07,2025-07-07,CLOSED,CLOSED_UNIQUE,July-25,July-25
39204,AUH,AUH2080,CLASS A,OTHERS,PEST CONTROL,MAJOR,2025-07-07,2025-09-01,CLOSED,CLOSED_UNIQUE,July-25,September-25
39205,AUH,AUH2080,CLASS A,FIRE SYSTEMS,FIRE SOUNDER FAULTY,MAJOR,2025-07-07,2025-07-11,CLOSED,CLOSED_UNIQUE,July-25,July-25
85867,AUH,AUH2080,CLASS A,BATTERY,TEMPERATURE SENSOR,MAJOR,2026-01-09,2026-01-09,CLOSED,CLOSED_UNIQUE,January-26,January-26
85864,AUH,AUH2080,CLASS A,BATTERY,BATTERY FAULTY,MAJOR,2026-01-09,2026-02-04,CLOSED,CLOSED_UNIQUE,January-26,February-26
39209,AUH,AUH0852,CLASS C,TI,TI - OTHERS,MINOR,2025-07-07,2026-01-03,CLOSED,CLOSED_UNIQUE,July-25,January-26
39210,AUH,AUH2035,CLASS C,CIVIL,SHELTER ROOF WATERPROOFING,MINOR,2025-07-07,2026-01-08,CLOSED,CLOSED_UNIQUE,July-25,January-26
39214,DXB,DXB2462,CLASS C,CIVIL,SHELTER BASE NEEDS REPAIRING,MINOR,2025-07-07,2026-01-15,CLOSED,CLOSED_UNIQUE,July-25,January-26
97488,DXB,DXB2851,CLASS A,CIVIL,TOWER STRUCTURE PAINT IS EXFOLIATED,MINOR,2026-03-13,,OPEN,KEEP_OPEN,March-26,
39227,DXB,DXB1744,CLASS A,EXTERNAL ALARMS,NOT WORKING,MAJOR,2025-07-07,2025-07-11,CLOSED,CLOSED_UNIQUE,July-25,July-25
39229,DXB,DXB2607,CLASS C,CIVIL,CIVIL - OTHERS,MINOR,2025-07-07,2025-07-07,CLOSED,CLOSED_UNIQUE,July-25,July-25
39245,DXB,UAQ2660,CLASS A,POWER METER,POWER METER - OTHERS,MINOR,2025-07-07,2025-07-07,CLOSED,CLOSED_UNIQUE,July-25,July-25
87165,DXB,UAQ2660,CLASS A,BATTERY,AGED BATTERY,MAJOR,2026-01-14,2026-02-02,CLOSED,CLOSED_UNIQUE,January-26,February-26
39248,DXB,UAQ2660,CLASS A,SHELTER,SITE ID DAMAGED,MINOR,2025-07-07,2025-07-07,CLOSED,CLOSED_UNIQUE,July-25,July-25
39250,DXB,UAQ2660,CLASS A,FIRE SYSTEMS,FIRE SYSTEMS - OTHERS,MINOR,2025-07-07,2025-07-07,CLOSED,CLOSED_UNIQUE,July-25,July-25
39253,DXB,UAQ2803,CLASS B,OTHERS,PLANTATION,MINOR,2025-07-07,2025-07-07,CLOSED,CLOSED_UNIQUE,July-25,July-25
39255,DXB,UAQ2803,CLASS B,FIRE SYSTEMS,FIRE SYSTEMS - OTHERS,MINOR,2025-07-07,2025-07-07,CLOSED,CLOSED_UNIQUE,July-25,July-25
39263,DXB,RAK2703,CLASS B,FIRE SYSTEMS,FIRE SYSTEMS - OTHERS,MINOR,2025-07-07,2025-07-07,CLOSED,CLOSED_UNIQUE,July-25,July-25
39264,DXB,RAK2703,CLASS B,MDB,AC POWER CABLE,MAJOR,2025-07-07,2025-07-17,CLOSED,CLOSED_UNIQUE,July-25,July-25
39267,AUH,AAN2589,CLASS C,FIRE SYSTEMS,FIRE ALARM BATTERY FAULTY,MINOR,2025-07-08,2025-07-08,CLOSED,CLOSED_UNIQUE,July-25,July-25
39268,AUH,AAN2589,CLASS C,FIRE SYSTEMS,FIRE SOUNDER FAULTY,MINOR,2025-07-08,2025-12-18,CLOSED,CLOSED_UNIQUE,July-25,December-25
39269,AUH,AAN2589,CLASS C,CIVIL,TOWER FOUNDATION PAINT IS EXFOLIATED,MINOR,2025-07-08,2025-12-18,CLOSED,CLOSED_UNIQUE,July-25,December-25
39270,AUH,AAN2589,CLASS C,CIVIL,CIVIL - OTHERS,MINOR,2025-07-08,2025-12-18,CLOSED,CLOSED_UNIQUE,July-25,December-25
97131,DXB,AJM2187,CLASS A,BATTERY,AGED BATTERY,MAJOR,2026-03-12,,OPEN,KEEP_OPEN,March-26,
39300,AUH,AUH3421,CLASS C,CIVIL,BOUNDARY WALL PAINT WORK,MINOR,2025-07-08,2025-11-12,CLOSED,CLOSED_UNIQUE,July-25,November-25
39301,AUH,AUH3421,CLASS C,CIVIL,TOWER FOUNDATION PAINT IS EXFOLIATED,MINOR,2025-07-08,2025-11-12,CLOSED,CLOSED_UNIQUE,July-25,November-25
39302,AUH,AUH3421,CLASS C,CIVIL,SAFETY ROPE DAMAGED,MINOR,2025-07-08,,OPEN,KEEP_OPEN,July-25,
39304,AUH,AUH3421,CLASS C,CIVIL,CIVIL - OTHERS,MINOR,2025-07-08,,OPEN,KEEP_OPEN,July-25,
39305,AUH,AUH3421,CLASS C,SHELTER,SITE ID DAMAGED,MINOR,2025-07-08,2025-07-08,CLOSED,CLOSED_UNIQUE,July-25,July-25
39325,AUH,AUH2660,CLASS C,CIVIL,SHELTER BASE NEEDS REPAIRING,MINOR,2025-07-08,2026-01-10,CLOSED,CLOSED_UNIQUE,July-25,January-26
39326,AUH,AUH2660,CLASS C,FIRE SYSTEMS,FIRE ALARM BATTERY FAULTY,MINOR,2025-07-08,2025-07-15,CLOSED,CLOSED_UNIQUE,July-25,July-25
39337,DXB,SHJ2005,CLASS A,AIR CONDITIONING,AC CONTACTOR FAULTY,MAJOR,2025-07-08,2025-07-08,CLOSED,CLOSED_UNIQUE,July-25,July-25
39341,DXB,SHJ2005,CLASS A,AIR CONDITIONING,AIR CONDITIONING - OTHERS,MINOR,2025-07-08,2025-07-08,CLOSED,CLOSED_UNIQUE,July-25,July-25
39343,DXB,SHJ2005,CLASS A,EXTERNAL ALARMS,EXTERNAL ALARMS - OTHERS,MAJOR,2025-07-08,2025-07-08,CLOSED,CLOSED_UNIQUE,July-25,July-25
39344,DXB,SHJ0178,CLASS C,TI,TI - OTHERS,MINOR,2025-07-08,2025-07-08,CLOSED,CLOSED_UNIQUE,July-25,July-25
39346,DXB,DXB2667,CLASS C,DC SYSTEM,AIR FILTER DAMAGED,MINOR,2025-07-08,2025-07-08,CLOSED,CLOSED_UNIQUE,July-25,July-25
39350,DXB,DXB2667,CLASS C,OTHERS,OTHERS,MINOR,2025-07-08,2025-07-08,CLOSED,CLOSED_UNIQUE,July-25,July-25
39353,DXB,DXB2667,CLASS C,CIVIL,CABLE TRAY DAMAGED,MINOR,2025-07-08,,OPEN,KEEP_OPEN,July-25,
95271,DXB,DXB2667,CLASS C,BATTERY,TEMPERATURE SENSOR,MAJOR,2026-02-24,2026-02-24,CLOSED,CLOSED_UNIQUE,February-26,February-26
39356,DXB,DXB1965,CLASS C,DC SYSTEM,DC SYSTEM - OTHERS,MINOR,2025-07-08,2025-07-08,CLOSED,CLOSED_UNIQUE,July-25,July-25
39358,DXB,DXB1965,CLASS C,EXTRA MATERIALS,EM MATERIALS,MINOR,2025-07-08,2025-07-08,CLOSED,CLOSED_UNIQUE,July-25,July-25
39363,DXB,DUB0399,CLASS C,EXTERNAL ALARMS,EXTERNAL ALARMS - OTHERS,MINOR,2025-07-08,2025-07-08,CLOSED,CLOSED_UNIQUE,July-25,July-25
39365,DXB,DUB0399,CLASS C,OTHERS,OTHERS,MINOR,2025-07-08,2025-07-08,CLOSED,CLOSED_UNIQUE,July-25,July-25
39366,DXB,SHJ2506,CLASS B,BATTERY,AGED BATTERY,MAJOR,2025-07-08,2025-12-27,CLOSED,CLOSED_UNIQUE,July-25,December-25
39370,DXB,SHJ2585,CLASS B,BATTERY,LOW CAPACITY,MAJOR,2025-07-08,,OPEN,KEEP_OPEN,July-25,
97485,AUH,AAN2557,CLASS A,BATTERY,TEMPERATURE SENSOR,MAJOR,2026-03-13,2026-03-13,CLOSED,CLOSED_UNIQUE,March-26,March-26
39380,AUH,AAN3312,CLASS C,BATTERY,TEMPERATURE SENSOR,MINOR,2025-07-08,,OPEN,KEEP_OPEN,July-25,
39382,AUH,AAN3312,CLASS C,CIVIL,TOWER STRUCTURE PAINT IS EXFOLIATED,MINOR,2025-07-08,2025-12-13,CLOSED,CLOSED_UNIQUE,July-25,December-25
39383,AUH,AAN3312,CLASS C,TI,TI - OTHERS,MINOR,2025-07-08,2025-07-08,CLOSED,CLOSED_UNIQUE,July-25,July-25
96727,AUH,AAN2301,CLASS A,BATTERY,TEMPERATURE SENSOR,MAJOR,2026-03-10,2026-03-10,CLOSED,CLOSED_UNIQUE,March-26,March-26
39389,AUH,AAN0007,CLASS C,TI,TI - OTHERS,MINOR,2025-07-08,2025-07-08,CLOSED,CLOSED_UNIQUE,July-25,July-25
39392,DXB,ISH0123,CLASS C,DC SYSTEM,CONTROL PANEL DISPLAY FAULTY,MAJOR,2025-07-08,,OPEN,KEEP_OPEN,July-25,
39397,DXB,SHJ0480,CLASS C,DC SYSTEM,RECTIFIER MODULE FAULTY,MINOR,2025-07-08,2025-12-13,CLOSED,CLOSED_UNIQUE,July-25,December-25
39401,DXB,SHJ0480,CLASS C,BATTERY,TEMPERATURE SENSOR,MINOR,2025-07-08,,OPEN,KEEP_OPEN,July-25,
39402,DXB,SHJ0480,CLASS C,OTHERS,OTHERS,MINOR,2025-07-08,2025-07-08,CLOSED,CLOSED_UNIQUE,July-25,July-25
39403,DXB,DXB2142,CLASS C,EXTERNAL ALARMS,NOT WORKING,MINOR,2025-07-08,2025-07-08,CLOSED,CLOSED_UNIQUE,July-25,July-25
39405,DXB,DXB2142,CLASS C,SHELTER,SITE ID DAMAGED,MINOR,2025-07-08,2025-07-08,CLOSED,CLOSED_UNIQUE,July-25,July-25
39406,DXB,DXB2142,CLASS C,AIR CONDITIONING,AC FILTER REPLACED,MINOR,2025-07-08,,OPEN,KEEP_OPEN,July-25,
39407,DXB,DXB2142,CLASS C,CIVIL,SHELTER BASE NEEDS REPAIRING,MINOR,2025-07-08,,OPEN,KEEP_OPEN,July-25,
39408,DXB,DXB2142,CLASS C,AIR CONDITIONING,AC UNIT BACK COVER INSULATION,MINOR,2025-07-08,2025-07-08,CLOSED,CLOSED_UNIQUE,July-25,July-25
39410,DXB,DXB2571,CLASS C,CIVIL,SHELTER ROOF REPAIR,MINOR,2025-07-08,,OPEN,KEEP_OPEN,July-25,
39411,DXB,DXB2571,CLASS C,CIVIL,GROUND LEVELING,MINOR,2025-07-08,,OPEN,KEEP_OPEN,July-25,
39413,DXB,DXB2571,CLASS C,EXTERNAL ALARMS,CABLES NOT ROUTED PROPERLY,MINOR,2025-07-08,2026-03-14,CLOSED,CLOSED_UNIQUE,July-25,March-26
39415,DXB,DXN0490,CLASS C,CIVIL,RRU NEEDS REPAIRING,MINOR,2025-07-08,,OPEN,KEEP_OPEN,July-25,
39422,AUH,AUH3176,CLASS B,BATTERY,TEMPERATURE SENSOR,MAJOR,2025-07-08,,OPEN,KEEP_OPEN,July-25,
39423,AUH,AUH3645,CLASS C,BATTERY,TEMPERATURE SENSOR,MINOR,2025-07-08,,OPEN,KEEP_OPEN,July-25,
39431,DXB,DXB2820,CLASS A,OTHERS,OTHERS,MINOR,2025-07-08,2025-07-08,CLOSED,CLOSED_UNIQUE,July-25,July-25
98027,DXB,DXB2820,CLASS A,OTHERS,GARBAGE,MINOR,2026-03-16,,OPEN,KEEP_OPEN,March-26,
98026,DXB,DXB2820,CLASS A,CIVIL,BOUNDARY WALL PAINT WORK,MINOR,2026-03-16,,OPEN,KEEP_OPEN,March-26,
98029,DXB,DXB2820,CLASS A,CIVIL,TOWER FOUNDATION PAINT IS EXFOLIATED,MINOR,2026-03-16,,OPEN,KEEP_OPEN,March-26,
94710,DXB,FUJ2901,CLASS A,SHELTER,SITE ID DAMAGED,MINOR,2026-02-16,2026-02-16,CLOSED,CLOSED_UNIQUE,February-26,February-26
39448,DXB,FUJ3261,CLASS C,AWL,AWL BULB FAULTY,MINOR,2025-07-08,2025-07-08,CLOSED,CLOSED_UNIQUE,July-25,July-25
39454,AUH,AUH6443,CLASS C,CIVIL,GROUND LEVELING,MINOR,2025-07-08,2025-12-19,CLOSED,CLOSED_UNIQUE,July-25,December-25
39459,AUH,AUH6443,CLASS C,MDB,MDB - OTHERS,MINOR,2025-07-08,2025-07-08,CLOSED,CLOSED_UNIQUE,July-25,July-25
39460,AUH,AUH6443,CLASS C,SHELTER,SITE ID DAMAGED,MINOR,2025-07-08,2025-07-08,CLOSED,CLOSED_UNIQUE,July-25,July-25
39461,AUH,AUH6443,CLASS C,MDB,LABELING MISSING,MINOR,2025-07-08,2025-07-08,CLOSED,CLOSED_UNIQUE,July-25,July-25
39462,AUH,AUH6443,CLASS C,TI,TI - OTHERS,MINOR,2025-07-08,2025-07-08,CLOSED,CLOSED_UNIQUE,July-25,July-25
39463,AUH,AUH6443,CLASS C,SHELTER,SHELTER - OTHERS,MINOR,2025-07-08,2025-07-08,CLOSED,CLOSED_UNIQUE,July-25,July-25
39475,AUH,AUH2970,CLASS B,EXTERNAL ALARMS,EXTERNAL ALARMS - OTHERS,MINOR,2025-07-08,2025-07-08,CLOSED,CLOSED_UNIQUE,July-25,July-25
39489,DXB,DXB3173,CLASS A,AIR CONDITIONING,AC FILTER REPLACED,MAJOR,2025-07-08,2025-07-11,CLOSED,CLOSED_UNIQUE,July-25,July-25
39490,DXB,DXB3173,CLASS A,AIR CONDITIONING,AIR CONDITIONING - OTHERS,MINOR,2025-07-08,2025-07-08,CLOSED,CLOSED_UNIQUE,July-25,July-25
39498,DXB,DXB0053,CLASS A,AIR CONDITIONING,AIR CONDITIONING - OTHERS,MINOR,2025-07-08,2025-07-08,CLOSED,CLOSED_UNIQUE,July-25,July-25
39500,DXB,IDX0325,CLASS C,BATTERY,TEMPERATURE SENSOR,MINOR,2025-07-08,,OPEN,KEEP_OPEN,July-25,
39501,DXB,IDX0325,CLASS C,DC SYSTEM,CONTROL PANEL DISPLAY FAULTY,MAJOR,2025-07-08,2026-02-07,CLOSED,CLOSED_UNIQUE,July-25,February-26
39502,AUH,AUG6109,CLASS C,FIRE SYSTEMS,FIRE ALARM BATTERY FAULTY,MINOR,2025-07-08,2025-07-12,CLOSED,CLOSED_UNIQUE,July-25,July-25
39503,AUH,AUG6109,CLASS C,SHELTER,EXTERNAL LIGHTING BULB FAULTY,MINOR,2025-07-08,2025-07-10,CLOSED,CLOSED_UNIQUE,July-25,July-25
39506,AUH,AUG6109,CLASS C,MDB,MDB - OTHERS,MINOR,2025-07-08,2025-07-08,CLOSED,CLOSED_UNIQUE,July-25,July-25
39507,AUH,AUG6109,CLASS C,EXTERNAL ALARMS,NOT WORKING,MINOR,2025-07-08,2025-07-12,CLOSED,CLOSED_UNIQUE,July-25,July-25
39509,AUH,AUG6109,CLASS C,CIVIL,BOUNDARY WALL DAMAGED,MINOR,2025-07-08,2026-01-03,CLOSED,CLOSED_UNIQUE,July-25,January-26
39510,AUH,AUG6109,CLASS C,SHELTER,SITE ID DAMAGED,MINOR,2025-07-08,2025-07-08,CLOSED,CLOSED_UNIQUE,July-25,July-25
39511,AUH,AUH2208,CLASS C,CIVIL,BOUNDARY WALL PAINT WORK,MINOR,2025-07-08,2025-10-25,CLOSED,CLOSED_UNIQUE,July-25,October-25
39512,AUH,AUH2208,CLASS C,SHELTER,EXTERNAL LIGHTING BULB FAULTY,MINOR,2025-07-08,2025-07-30,CLOSED,CLOSED_UNIQUE,July-25,July-25
39515,AUH,AUH2208,CLASS C,MDB,MDB - OTHERS,MINOR,2025-07-08,2025-07-08,CLOSED,CLOSED_UNIQUE,July-25,July-25
39516,AUH,AUH2208,CLASS C,EXTERNAL ALARMS,NOT WORKING,MINOR,2025-07-08,2025-07-08,CLOSED,CLOSED_UNIQUE,July-25,July-25
39517,AUH,AUH2208,CLASS C,CIVIL,TOWER FOUNDATION PAINT IS EXFOLIATED,MINOR,2025-07-08,2025-10-25,CLOSED,CLOSED_UNIQUE,July-25,October-25
39519,AUH,AUH2208,CLASS C,CIVIL,SHELTER STEP NEEDS REPAIRING,MINOR,2025-07-08,2025-10-24,CLOSED,CLOSED_UNIQUE,July-25,October-25
39520,AUH,AUH2208,CLASS C,SHELTER,SITE ID DAMAGED,MINOR,2025-07-08,2025-07-08,CLOSED,CLOSED_UNIQUE,July-25,July-25
39521,AUH,AUH2591,CLASS C,SHELTER,EXTERNAL LIGHTING BULB FAULTY,MINOR,2025-07-08,2025-07-10,CLOSED,CLOSED_UNIQUE,July-25,July-25
39523,AUH,AUH2591,CLASS C,MDB,MDB - OTHERS,MINOR,2025-07-08,2025-07-08,CLOSED,CLOSED_UNIQUE,July-25,July-25
39526,AUH,AUH2591,CLASS C,CIVIL,MAIN GATE FOUNDATION AND STOPPER NEED REPAIRING,MAJOR,2025-07-08,2025-10-13,CLOSED,CLOSED_UNIQUE,July-25,October-25
39529,AUH,AUH2761,CLASS C,SHELTER,EXTERNAL LIGHTING BULB FAULTY,MINOR,2025-07-08,2025-07-10,CLOSED,CLOSED_UNIQUE,July-25,July-25
39533,AUH,AUH2761,CLASS C,MDB,MDB - OTHERS,MINOR,2025-07-08,2025-07-08,CLOSED,CLOSED_UNIQUE,July-25,July-25
39534,AUH,AUH2761,CLASS C,EXTERNAL ALARMS,NOT WORKING,MINOR,2025-07-08,2026-01-03,CLOSED,CLOSED_UNIQUE,July-25,January-26
39536,AUH,AUH2761,CLASS C,CIVIL,SAFETY ROPE DAMAGED,MINOR,2025-07-08,2026-01-03,CLOSED,CLOSED_UNIQUE,July-25,January-26
39539,AUH,AUH2535,CLASS C,CIVIL,CABLE TRAY DAMAGED,MINOR,2025-07-08,2025-11-29,CLOSED,CLOSED_UNIQUE,July-25,November-25
39541,AUH,AUH2535,CLASS C,SHELTER,SITE ID DAMAGED,MINOR,2025-07-08,2025-07-08,CLOSED,CLOSED_UNIQUE,July-25,July-25
39542,AUH,AUH2535,CLASS C,OTHERS,OTHERS,MINOR,2025-07-08,2025-07-08,CLOSED,CLOSED_UNIQUE,July-25,July-25
39543,AUH,AUH2284,CLASS C,MDB,MDB - OTHERS,MINOR,2025-07-08,2025-07-08,CLOSED,CLOSED_UNIQUE,July-25,July-25
39546,AUH,AUH5003-1,CLASS A,SHELTER,SITE ID DAMAGED,MINOR,2025-07-08,2025-07-08,CLOSED,CLOSED_UNIQUE,July-25,July-25
39550,DXB,DXB1921,CLASS C,TI,CABLE ROUTING IS NOT PER STANDARD,MINOR,2025-07-08,2025-07-08,CLOSED,CLOSED_UNIQUE,July-25,July-25
39553,DXB,DXB1921,CLASS C,CIVIL,GROUND LEVELING,MINOR,2025-07-08,2025-12-13,CLOSED,CLOSED_UNIQUE,July-25,December-25
39559,DXB,DXB1921,CLASS C,EXTERNAL ALARMS,NOT WORKING,MINOR,2025-07-08,2025-08-29,CLOSED,CLOSED_UNIQUE,July-25,August-25
39562,DXB,DXB3765,CLASS C,SHELTER,SITE ID DAMAGED,MINOR,2025-07-08,2026-01-10,CLOSED,CLOSED_UNIQUE,July-25,January-26
98096,DXB,DXB1899,CLASS A,CIVIL,SHELTER ROOF REPAIR,MAJOR,2026-03-17,,OPEN,KEEP_OPEN,March-26,
39570,DXB,DXB2415,CLASS A,CIVIL,GUIDE WIRE DAMAGED,MINOR,2025-07-08,2025-11-08,CLOSED,CLOSED_UNIQUE,July-25,November-25
39575,DXB,DXT1686,CLASS C,AIR CONDITIONING,AC GAS REFILLING,MINOR,2025-07-08,2025-07-08,CLOSED,CLOSED_UNIQUE,July-25,July-25
39576,DXB,DXT1686,CLASS C,AIR CONDITIONING,AC FILTER REPLACED,MINOR,2025-07-08,2025-07-08,CLOSED,CLOSED_UNIQUE,July-25,July-25
39584,DXB,DXN0087,CLASS C,BATTERY,TEMPERATURE SENSOR,MINOR,2025-07-08,,OPEN,KEEP_OPEN,July-25,
39589,DXB,UAQ3135,CLASS C,CIVIL,CIVIL - OTHERS,MINOR,2025-07-08,2026-01-10,CLOSED,CLOSED_UNIQUE,July-25,January-26
39593,DXB,UAQ3135,CLASS C,TI,TI - OTHERS,MINOR,2025-07-08,2025-07-08,CLOSED,CLOSED_UNIQUE,July-25,July-25
39596,DXB,UAQ2800,CLASS A,CIVIL,GROUND LEVELING,MINOR,2025-07-08,2025-09-03,CLOSED,CLOSED_UNIQUE,July-25,September-25
39598,DXB,UAQ2800,CLASS A,POWER METER,POWER METER CABINET DAMAGED,MAJOR,2025-07-08,2025-08-23,CLOSED,CLOSED_UNIQUE,July-25,August-25
86229,DXB,SHJ5001,CLASS A,BATTERY,AGED BATTERY,MAJOR,2026-01-10,2026-02-02,CLOSED,CLOSED_UNIQUE,January-26,February-26
39601,DXB,SHJ5001,CLASS A,BATTERY,BATTERY FAULTY,MAJOR,2025-07-08,2026-02-02,CLOSED,CLOSED_UNIQUE,July-25,February-26
39696,DXB,DXN0133,CLASS C,BATTERY,TEMPERATURE SENSOR,MINOR,2025-07-09,2025-07-09,CLOSED,CLOSED_UNIQUE,July-25,July-25
40034,DXB,DXN0133,CLASS C,BATTERY,TEMPERATURE SENSOR,MINOR,2025-07-09,2025-07-09,CLOSED,CLOSED_UNIQUE,July-25,July-25
39697,DXB,IDX0452,CLASS C,BATTERY,TEMPERATURE SENSOR,MINOR,2025-07-09,2025-07-09,CLOSED,CLOSED_UNIQUE,July-25,July-25
40035,DXB,IDX0452,CLASS C,BATTERY,TEMPERATURE SENSOR,MINOR,2025-07-09,2025-07-09,CLOSED,CLOSED_UNIQUE,July-25,July-25
98107,DXB,SHJ2649,CLASS A,BATTERY,AGED BATTERY,MAJOR,2026-03-17,,OPEN,KEEP_OPEN,March-26,
97383,DXB,DXB3219,CLASS A,CIVIL,BOUNDARY WALL DAMAGED,MINOR,2026-03-13,,OPEN,KEEP_OPEN,March-26,
94556,DXB,FUJ2141,CLASS A,OTHERS,PEST CONTROL,MAJOR,2026-02-04,,OPEN,KEEP_OPEN,February-26,
94545,DXB,FUJ2134,CLASS C,CIVIL,MAIN GATE IS RUSTED AND NEEDS REPAINTING,MINOR,2026-02-03,,OPEN,KEEP_OPEN,February-26,
94546,DXB,FUJ2134,CLASS C,CIVIL,BOUNDARY WALL PAINT WORK,MINOR,2026-02-03,,OPEN,KEEP_OPEN,February-26,
96199,AUH,AUH6449,CLASS C,DC SYSTEM,DC SYSTEM - OTHERS,MINOR,2026-02-05,2026-02-05,CLOSED,CLOSED_UNIQUE,February-26,February-26
56957,DXB,DXB3250,CLASS A,BATTERY,AGED BATTERY,MAJOR,2025-09-10,2025-09-15,CLOSED,CLOSED_UNIQUE,September-25,September-25
39817,DXB,DXB3158,CLASS A,BATTERY,AGED BATTERY,MAJOR,2025-07-09,2025-08-27,CLOSED,CLOSED_UNIQUE,July-25,August-25
40120,DXB,DXB3158,CLASS A,BATTERY,AGED BATTERY,MAJOR,2025-07-09,2025-08-27,CLOSED,CLOSED_UNIQUE,July-25,August-25
55499,AUH,AUH2410,CLASS A,BATTERY,TEMPERATURE SENSOR,MAJOR,2025-09-03,2026-01-31,CLOSED,CLOSED_UNIQUE,September-25,January-26
40247,DXB,SHJ0697,CLASS C,OTHERS,OTHERS,MINOR,2025-07-09,2025-07-09,CLOSED,CLOSED_UNIQUE,July-25,July-25
40249,DXB,ISH0062,CLASS C,CIVIL,RRU NEEDS REPAIRING,MINOR,2025-07-09,2025-12-23,CLOSED,CLOSED_UNIQUE,July-25,December-25
40258,AUH,AAN3118,CLASS C,OTHERS,OTHERS,MINOR,2025-07-10,2025-07-10,CLOSED,CLOSED_UNIQUE,July-25,July-25
40268,AUH,AAN2472,CLASS C,SHELTER,SITE ID DAMAGED,MINOR,2025-07-10,2025-07-10,CLOSED,CLOSED_UNIQUE,July-25,July-25
40269,AUH,AAN2472,CLASS C,TI,TI - OTHERS,MINOR,2025-07-10,2025-07-10,CLOSED,CLOSED_UNIQUE,July-25,July-25
40270,AUH,AAN2472,CLASS C,OTHERS,PLANTATION,MINOR,2025-07-10,2025-07-10,CLOSED,CLOSED_UNIQUE,July-25,July-25
40271,AUH,AAN2472,CLASS C,OTHERS,GARBAGE,MINOR,2025-07-10,2025-07-10,CLOSED,CLOSED_UNIQUE,July-25,July-25
40274,AUH,AAN2472,CLASS C,CIVIL,"MAIN GATE LOCK, HINGES, AND ALIGNMENT NEED REPAIRING",MAJOR,2025-07-10,2025-11-03,CLOSED,CLOSED_UNIQUE,July-25,November-25
40275,AUH,AAN2472,CLASS C,CIVIL,TOWER FOUNDATION PAINT IS EXFOLIATED,MINOR,2025-07-10,2025-12-29,CLOSED,CLOSED_UNIQUE,July-25,December-25
40296,AUH,AUH3880,CLASS C,SHELTER,SHELTER - OTHERS,MINOR,2025-07-10,2026-01-23,CLOSED,CLOSED_UNIQUE,July-25,January-26
40303,AUH,AUH5005,CLASS A,FIRE SYSTEMS,FIRE SOUNDER FAULTY,MAJOR,2025-07-10,2025-07-17,CLOSED,CLOSED_UNIQUE,July-25,July-25
40306,AUH,AUH3085,CLASS C,MDB,MDB - OTHERS,MINOR,2025-07-10,2025-07-10,CLOSED,CLOSED_UNIQUE,July-25,July-25
40308,AUH,AUH2160,CLASS A,CIVIL,TOWER FOUNDATION PAINT IS EXFOLIATED,MINOR,2025-07-10,2025-09-16,CLOSED,CLOSED_UNIQUE,July-25,September-25
58799,AUH,AUH2160,CLASS A,BATTERY,BATTERY FAULTY,MAJOR,2025-09-16,2025-10-17,CLOSED,CLOSED_UNIQUE,September-25,October-25
40314,AUH,AUH2160,CLASS A,AIR CONDITIONING,AC CAPACITOR FAULTY,MAJOR,2025-07-10,2025-07-10,CLOSED,CLOSED_UNIQUE,July-25,July-25
40317,DXB,SHJ2012,CLASS A,SHELTER,SHELTER - OTHERS,MINOR,2025-07-10,2025-07-10,CLOSED,CLOSED_UNIQUE,July-25,July-25
40321,DXB,SHJ2012,CLASS A,AIR CONDITIONING,AC GAS REFILLING,MAJOR,2025-07-10,2025-07-10,CLOSED,CLOSED_UNIQUE,July-25,July-25
40326,DXB,SHJ2012,CLASS A,OTHERS,HAZARDS,MAJOR,2025-07-10,2025-09-06,CLOSED,CLOSED_UNIQUE,July-25,September-25
40327,DXB,SHJ2012,CLASS A,CIVIL,TOWER STRUCTURE PAINT IS EXFOLIATED,MINOR,2025-07-10,2025-09-06,CLOSED,CLOSED_UNIQUE,July-25,September-25
